block,count
[16*]c1c2cc(N)cc3ccc4c([16*])c5cc(N)cc6ccc1c(c65)c4c32,1
Nc1ccc2c(ccc3c4ccc(N)cc4ccc23)c1,1
Nc1cc(N)c2cccc3c2c1-c1ccccc1C3,1
CC1(N)C=c2ccc3cc(N)cc4ccc(c2c43)C1,1
[16*]c1c2ccccc2c(N)c2ccccc12,1
[16*]c1ccc2c3ccc(N)cc3c3ccccc3c2c1,1
[16*]c1ccc2cc([16*])ccc2c1,6
[16*]c1ccc(N)cc1C#N,2
[16*]c1c(C)cc(C)cc1C,2
[16*]c1cc(C)c(C)cc1C,1
[8*]C([8*])([8*])[8*],2
[16*]c1ccc2cc(N)ccc2c1,13
[8*]C([8*])([8*])C,5
[8*]CC([8*])([8*])C,1
[16*]c1cccc2ccccc12,9
[8*]CC([8*])[8*],1
[16*]c1c(N)ccc2cc(N)ccc12,1
Nc1cc2ccc3cccc4c(N)cc(c1)c2c34,1
[8*]C([8*])(C)C,23
[16*]c1c(N)ccc2c1ccc1cc(N)ccc12,1
[16*]c1ccc([16*])c([16*])c1[16*],3
[16*]c1c(C)cc(N)cc1C,2
[16*]c1cc([16*])c([16*])cc1[16*],4
Nc1ccc2cc(N)c3cc4ccccc4cc3c2c1,1
[16*]c1ccc(N)c(C)c1[16*],1
Cc1c(N)ccc2c(N)cccc12,1
[16*]c1cc(N)c2ccc3ccc(N)c4ccc1c2c34,1
[16*]c1ccc(C)c(C)c1,1
Nc1cccc2cc3cc4cc5c(N)cccc5cc4cc3cc12,1
[8*]CCCC[8*],1
[16*]c1ccc2cc3c(ccc4ccccc43)cc2c1,1
[16*]c1cc(N)c2ccc3ccc(N)cc3c2c1,1
[16*]c1cc2ccccc2c2ccccc12,1
NC1=CCC2=CCc3c(N)ccc4ccc1c2c34,1
[16*]c1cccc2c1ccc1cc3ccccc3cc12,1
[16*]c1ccc2c(C)cc(N)cc2c1,4
[16*]c1ccc2ccccc2c1N,1
[16*]c1cc(N)cc2ccccc12,1
[16*]c1cc2ccc3c(N)ccc4ccc(c1N)c2c43,1
[16*]c1cc(C)ccc1C,1
[16*]c1c(C)ccc(C)c1[16*],1
[16*]c1ccc2c3ccccc3c3ccccc3c2c1,1
[16*]c1ccc2ccc3c([16*])ccc4ccc1c2c43,1
[16*]c1cc2ccc3cc([16*])cc4ccc(c1)c2c34,1
[16*]c1cccc2c1c(N)cc1c3ccccc3c(N)cc21,1
[16*]c1c(N)ccc2cccc(C)c12,1
[16*]c1c(N)ccc2ccc(N)cc12,1
Cc1cc(N)c2ccc3c(N)cc(C)c4ccc1c2c43,1
[16*]c1cc(N)c2ccccc2c1[16*],1
[16*]c1ccc2c(N)cccc2c1[16*],1
[16*]c1c2ccc(N)cc2c([16*])c2ccc(N)cc12,1
[16*]c1c2ccccc2cc2ccccc12,1
Nc1ccc2c(c1)-c1cc3c(cc1CC2)-c1cc(N)ccc1CC3,1
[16*]c1ccc2ccc(N)cc2c1,1
[15*]C1([15*])CC1,3
Cc1cc(N)c2ccc3c(C)cc(N)c4ccc1c2c34,1
Cc1ccc2c3ccc(N)c4c(C)ccc(c5ccc(N)c1c25)c43,1
Nc1c2cccc3ccc4c(N)c5cccc6ccc1c(c65)c4c32,1
[16*]c1cc(N)c2cc([16*])ccc2c1,1
[16*]c1c(N)ccc2cc3ccccc3cc12,1
Nc1cc2ccc3ccc(N)c4ccc(c1)c2c34,1
Cc1c(N)cc2ccccc2c1N,1
Nc1ccc(N)c2cc3ccccc3cc12,1
[16*]c1ccc(N)c2c1CCCC2,1
[8*]CC(F)(F)F,7
[16*]c1cc2ccccc2c([16*])c1[16*],1
Nc1ccc2cccc3c4c(N)ccc5cccc(c1c23)c54,1
Nc1cc2ccc3cc(N)cc4ccc(c1)c2c34,1
Nc1ccc2c(ccc3c(N)cccc32)c1,1
Nc1ccc2c3cccc4c(N)ccc(c5cccc1c52)c43,1
Cc1c(C)c2c(C)c(N)c(C)c3ccc4cc(N)cc1c4c32,1
Nc1ccc2cc3cc(N)c(F)cc3cc2c1,1
Nc1ccc2cc3c(F)c(N)ccc3cc2c1F,1
Nc1ccc2cc3c(F)c(N)cc(F)c3cc2c1,1
[16*]c1cc([16*])c([16*])c(N)c1,1
Nc1c(F)c(F)c2c(F)c3c(F)c(N)c(F)cc3cc2c1F,1
Nc1ccc2c(c1)C(F)(F)C(F)(F)c1cc(N)ccc1-2,1
[16*]c1ccc2cccc([16*])c2c1,3
[16*]c1cccc2c([16*])cccc12,1
[16*]c1cc(N)cc([16*])c1[16*],10
[16*]c1ccc2c([16*])cccc2c1,1
[16*]c1ccc2ccc([16*])cc2c1,1
[16*]c1c(F)cc(N)cc1F,8
[16*]c1cc2c(cc1[16*])C(F)C(F)c1cc(N)ccc1-2,1
[16*]c1cc2c(cc1[16*])C(F)(F)Cc1cc(N)cc([16*])c1-2,1
Nc1cccc2cc3c(N)cccc3cc12,1
Cc1cc(N)c2ccccc2c1N,1
Nc1cc2c3ccccc3c(N)cc2c2ccccc12,1
Nc1ccc2ccc3ccc(N)c4ccc1c2c34,1
Nc1cc(N)c2ccc3cccc4ccc1c2c43,1
Nc1ccc2c(N)cccc2c1,1
Nc1ccc2ccc(N)cc2c1,1
Nc1c(N)c2ccccc2c2ccccc12,1
Nc1ccc2ccc3c(N)ccc4ccc1c2c43,1
[8*]C(O)(C(F)(F)F)C(F)(F)F,1
[16*]c1c(N)ccc2cc3ccc(N)cc3cc12,1
[15*]C1CCC(N)C(C)C1,2
[16*]c1cc2cc3cc([16*])c(N)cc3nc2cc1N,3
[14*]c1cccc([14*])n1,1
Nc1ccc2c3ccc(N)c4cccc(c5cccc1c52)c43,1
[14*]c1csc([14*])n1,1
Nc1ccc2c(c1)-c1ccc(N)c3cccc-2c13,1
[1*]C(C)=O,2
[5*]N1c2ccc(N)cc2Sc2cc(N)ccc21,1
CC1=Cc2cc3ccc(N)cc3cc2C(C)(C)C1(C)N,1
[14*]c1nc2cc(N)ccc2o1,1
[15*]C1CCCC(N)C1,1
[16*]c1cc2cc3ccc(N)cc3nc2cc1N,1
Cc1c(N)c(C)c2nc3c(C)c(N)ccc3cc2c1C,1
Nc1ccc2c(c1)C(=O)c1cc(N)ccc1S2(=O)=O,1
N#Cc1c2ccc(N)cc2nc2cc(N)ccc12,1
Nc1ccc2c(c1)S(=O)(=O)c1cc(N)ccc1O2,1
Nc1ccc2c(c1)=c1cc(N)ccc1=2,1
Cc1cc2nc3cc(C)c(N)cc3nc2cc1N,1
Cc1cc2c(cc1N)Cc1cc(N)c(C)cc1N2,1
Nc1ccc2cc3cc(N)ccc3cc2c1,1
NC1=CC2Nc3cc(N)ccc3C(=O)C2C=C1,1
Cc1c2ccc(N)cc2nc2cc(N)ccc12,1
Cc1c2cc(N)ccc2nc2ccc(N)cc12,1
Nc1ccc2[nH]c3ccc(N)cc3c(=O)c2c1,1
Cc1cc2nc3ccc(N)cc3nc2cc1N,1
Nc1ccc2c(=O)c3ccc(N)cc3oc2c1,1
Nc1ccc2oc3ccc(N)cc3c(=O)c2c1,1
Nc1ccc2c(c1)Oc1cc(N)ccc1N2,1
Nc1ccc2nc3ccc(N)cc3nc2c1,1
Nc1ccc2c(c1)Nc1cc(N)ccc1C2,1
Nc1cnc2cc3ncc(N)cc3cc2c1,1
Nc1ccc2nc3ccc(N)cc3cc2c1,1
[8*]C([8*])(CCC)CCC,1
[8*]C([8*])(C)C(C)C,1
[8*]C([8*])(CC)CCC,1
[8*]C([8*])(CC)CCCC,1
[8*]C([8*])(C)CCCC,1
[8*]C([8*])(CC)CCC(C)C,1
[8*]C([8*])(CCCC)CCCC,1
[8*]C([8*])(C)CCCCCC,1
[8*]C([8*])(CC)CC(C)CC,1
[8*]C([8*])(CC)CCCCCC,1
[8*]C([8*])(C(C)C)C(C)C,1
[8*]C([8*])(CC(C)C)CC(C)C,1
[8*]C([8*])(CC)CCCCC,1
[15*]C1([15*])CCCCCCC1,1
[15*]C1C=CC=CC1([15*])[15*],1
[15*]C1([15*])C=CCCC1,1
[15*]C1([15*])CCCC1,1
[8*]C([8*])C(C)(C)C,1
[8*]C([8*])(C(C)CC)C(C)CC,1
[8*]C([8*])(F)C(C)F,1
[8*]C([8*])(CC=C)CC=C,1
[15*]C1([15*])C=CC=CC1(F)F,1
[16*]c1cc([16*])c(F)c([16*])c1N,1
[7*]C1C=CC(N)=CC1([15*])[15*],1
[8*]C(C)(C)C1=CC=C(C([8*])(C)C)CC1,1
[8*]C([8*])(CCCF)C(F)(F)F,1
[8*]C([8*])([8*])C(F)(F)F,7
[8*]C([8*])(CF)C(F)(F)F,2
[15*]C1(C2=CC=C(N)C=CC2)CCCCC1,1
[8*]C([8*])(C)C=C,1
[8*]C([8*])(C)CC=C,1
[7*]C(C)C,2
[7*]C(C[8*])CC([8*])(C)C,1
[8*]C([8*])(C)C(C)C(=C)C,1
[8*]C(C)(C)C(C)(C)C(=C)c1ccc(N)cc1,1
[7*]C([8*])CC([8*])(C)C,1
[8*]C(C)(C)CC([8*])(C)C,1
[8*]C(C)(C)C([8*])(C)C,1
[8*]CC([8*])(C)C,1
[8*]C(C)(C)C1=CC=C(N)CC1,1
[15*]C1(C2=CC=C(N)CC2)CCCCC1,1
[8*]C([8*])(C)C1=CCCC=C1,1
[15*]C1C=CC(N)=CC1[15*],1
[16*]c1ccc(N)c([16*])c1F,1
[16*]c1ccc(N)c(F)c1[16*],1
[15*]C1([15*])C=CC(N)=CC1,4
[15*]C1([15*])CCCCCC1,1
[15*]C1(C)C=CC(N)=C(C)C1,1
[8*]C([8*])(C)CC(C)(C)C,1
[8*]CC(C)(C)C[8*],1
[15*]C1C=C(N)C=CC1([15*])[15*],1
[16*]c1c(F)c(F)c(N)c(F)c1F,8
[16*]c1cc(C)ccc1N,3
[8*]C([8*])(C)C(F)(F)F,4
[8*]C([8*])(C(F)(F)F)C(F)(F)F,37
[8*]C(C1=CCC(N)C=C1)(C(F)(F)F)C(F)(F)F,1
[8*]C(C)(F)F,1
[8*]CC1=CC(C)C([15*])C=C1,1
[8*]C(F)(F)C([8*])(F)F,2
[15*]C1(F)C([15*])(F)C(F)(F)C1(F)F,1
[15*]C1([15*])C(F)(F)C(F)(F)C(F)(F)C1(F)F,1
[15*]C1C=CC([15*])(N)C=C1C(F)(F)F,1
[8*]C(F)(F)C(F)(F)F,4
[8*]C(F)(C(F)F)C(F)(F)F,1
[8*]C([8*])(C(F)(F)F)C(F)(F)Cl,1
[8*]C(F)C(F)F,1
[8*]C([8*])CCC(F)(F)F,2
[16*]c1cc([16*])c(N)c([16*])c1,12
[8*]C([8*])(C(F)(F)Cl)C(F)(F)Cl,1
[8*]C([8*])(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,2
[8*]C([8*])(C(F)(F)F)C(F)(F)C(F)(F)F,3
[8*]C(F)C(F)(F)C(F)F,1
[8*]C(F)(F)C(F)(F)C(F)(F)F,4
[8*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
[8*]C(F)(F)C(F)(F)CF,1
[8*]C([8*])(C#Cc1ccccc1)C(F)(F)F,1
[8*]C([8*])(Cl)C(F)(F)C(F)(F)Cl,1
[8*]C([8*])(CC)C(F)(F)F,1
[8*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
[16*]c1c(N)cc(F)c(F)c1F,1
[16*]c1c(F)c(N)c(F)c(F)c1F,1
[8*]C(F)(F)CF,1
[8*]C([8*])(CC(F)(F)F)C(F)(F)F,1
[15*]C1([15*])CC=C(C(F)(F)F)C=C1c1cccc(N)c1,1
[15*]C1(N)C=CC(c2ccc(N)cc2)=C(C(F)(F)F)C1,1
[8*]C(F)(F)CC(F)(F)F,1
[8*]C(F)(F)C(F)(F)C(F)(F)C([8*])(F)F,2
[8*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([8*])(F)F,2
[15*]C1C(C(F)(F)F)=C(c2ccc(N)cc2)C=CC1([15*])N,1
[15*]C1(N)CC(C(F)(F)F)=C(c2ccc(N)cc2)C=C1C(F)(F)F,1
[8*]C(F)(F)C([8*])(F)C(F)(F)F,3
[16*]c1c(F)cc(N)c(F)c1F,3
[8*]C([8*])([8*])C(F)F,1
[8*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([8*])(F)F,2
[7*]C(C(F)(F)F)C(F)(F)F,1
[7*]C1CC=C(c2ccc(N)cc2)C([7*])C1[15*],1
[8*]C(C)(C(F)(F)F)C(F)(F)F,3
[16*]c1cc(N)ccc1C,3
[15*]C1C=CC=C(N)C1([15*])[15*],1
[8*]C(F)(F)C(F)(F)C([8*])(F)C(F)(F)C(F)(F)F,1
[8*]C([8*])C(F)(F)F,6
[8*]C([8*])(C)C(F)(F)C(F)(F)C(F)(F)F,1
[8*]C([8*])(CC)C(F)(F)C(F)(F)C(F)(F)F,1
[8*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2
[16*]c1ccc(N)c(C=C)c1,1
[15*]C1([15*])CC=C(C(F)(F)F)C=C1c1ccc(N)cc1,1
[8*]C([8*])(C)C(C(F)(F)F)C(F)(F)F,1
[8*]C([8*])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
[8*]C([8*])C(C)(C(F)(F)F)C(F)(F)F,1
[8*]C([8*])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2
[8*]C(C(F)(F)F)C(F)(F)F,1
[15*]C1([15*])CC(N)=CC=C1c1ccc(N)cc1,3
NC1=CC(F)=C(c2ccc(N)cc2F)C(F)(F)C1,1
[8*]C([8*])(C)CC(F)(F)F,1
[16*]c1cc(N)ccc1C1=C(C(F)(F)F)C=C(N)CC1,1
[15*]C1(F)C(F)=C(F)C(F)=C(F)C1([15*])F,1
[16*]c1cc(N)c(F)cc1[16*],1
[4*]CCC([8*])[8*],2
[5*]N(C)C,4
[16*]c1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1[16*],1
[8*]C([8*])([8*])O,2
Nc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(N)c(F)c2F)c(F)c1F,1
Nc1ccc(C2(c3ccc(N)cc3)C(=O)Nc3ccccc32)cc1,1
Nc1ccc(C2(c3ccc(N)cc3)CCCc3ccccc32)cc1,1
[5*]NC,1
[16*]c1ccc(N)c(Cl)c1Cl,2
[6*]C(=O)C([8*])(C)C,1
[15*]C1([15*])CC(C)CC(C)(C)C1,1
[15*]C1([15*])CN2CCC1CC2,1
[8*]C([8*])(CC)CC,1
CC1(c2ccc(N)cc2)C(=O)Nc2cc(N)ccc21,1
[11*]S[11*],6
[16*]c1cc(C)c(N)c(C)c1C,1
[16*]c1cc([16*])c(N)c(C)c1,6
[16*]c1ccc(N)c(C#N)c1,2
[8*]C([8*])C(=O)O,1
C[Si](C)(c1ccc(N)cc1)c1ccc(N)cc1,1
[6*]C([6*])=O,10
[14*]c1csc(N)n1,1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2O)c(O)c1,1
[16*]c1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1,1
N#Cc1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1,1
[8*]CO,1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2Cl)c(Cl)c1,1
[16*]c1c(C)c(C)c(N)c(C)c1C,1
Cc1nc(N)sc1S(=O)(=O)c1ccc(N)cc1,1
[1*]C([6*])=O,12
[16*]c1ccc(N)cc1O,2
Nc1ccc(NNc2ccc(N)cc2)cc1,1
[16*]c1cc(S(=O)(=O)c2ccc(N)cc2)ccc1N,1
Nc1ccc(S(=O)(=O)c2ccc(N)c(Cl)c2)cc1Cl,1
[5*]N([5*])[5*],2
[16*]c1cc(Cl)c(N)cc1Cl,2
[16*]c1cc(C)c(N)c(Cl)c1,1
Nc1ccc(S(=O)c2cnc(N)s2)cc1,1
[3*]OO[3*],1
Nc1ccc(S(=O)(=O)c2ccc(N)cn2)nc1,1
C[Si](O)(c1ccc(N)cc1)c1ccc(N)cc1,1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2Cl)cc1,1
Cc1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1,1
Nc1ccc(S(=O)(=O)c2ccc(N)c(Cl)c2)cc1,1
[16*]c1ccc(N)cc1Cl,3
[16*]c1cnc(N)nc1N,2
[16*]c1cc(C)c(O)c(C)c1,1
Nc1ccc(S(=O)(=O)c2ccc(N)cn2)cc1,1
Nc1ccc(S(=O)(=O)c2ccc(N)c(O)c2)cc1,1
Nc1ccc(S(=O)c2ccc(N)cc2)cc1,1
[8*]CC1=CC(C)(C)C(N)C=C1,1
[16*]c1ccc(N)c(Cl)c1O,1
[8*]CC1=CC(Cl)(Cl)C(N)C=C1,1
[4*]C[8*],2
[16*]c1ccc(N)c(O)c1,3
Nc1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,1
[8*]C([8*])O,1
[14*]c1cnc(N)s1,1
[5*]N([5*])C,1
[16*]c1ccc(O)cc1,2
Nc1ccc([SiH2]c2ccc(N)cc2)cc1,1
[8*]C([8*])C(Cl)Cl,1
Nc1ccc(C2(c3ccc(N)cc3)c3ccccc3C(=O)c3ccccc32)cc1,1
[5*]NC(N)=S,1
[7*]C1C=CC(=N)C(C)=C1,1
[7*]C([8*])[8*],4
[11*]SC,1
[4*]CC(O)CC([8*])[8*],1
[16*]c1c2ccc(N)cc2nc2cc(N)ccc12,3
[5*]N1Cc2ncn([9*])c2CC1[13*],1
[6*]C(=O)O,1
[1*]C(=O)C([8*])[8*],1
[16*]c1ccc(C#C)cc1,1
Cc1cc2c(cc1N)Nc1cc(N)c(C)cc1C2,1
[4*]C([8*])[8*],1
[1*]C(N)=O,2
[8*]C([8*])(N=C=O)N=C=O,1
[5*]N1CCOCC1,1
[16*]c1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1[16*],3
[16*]c1ccccc1Cl,1
Nc1ccc(C(=Nc2ccccc2)c2ccc(N)cc2)cc1,1
Nc1ccc(C2(c3ccc(N)cc3)c3cc(S(=O)(=O)O)ccc3-c3ccc(S(=O)(=O)O)cc32)cc1,1
[16*]c1ccc(C#N)c(C#N)c1,1
[14*]c1cccs1,1
[16*]c1cc([16*])c(Cl)c(C)c1N,1
Nc1c(F)cc(C2(c3cc(F)c(N)c(F)c3)c3ccccc3-c3ccccc32)cc1F,1
[8*]C([8*])(C)C(C)=O,1
Cc1c(N)ccc2cc3ccc(N)c(C)c3nc12,1
[16*]c1c(Cl)cccc1Cl,2
[16*]c1ccccc1C1c2ccc(N)cc2Oc2cc(N)ccc21,1
[16*]c1ccccc1C1c2ccc(N)cc2Oc2c1ccc(N)c2I,1
[3*]OS(=O)(=O)O,1
[16*]c1cc([16*])c(N)c(Cl)c1,1
[16*]c1cc(O)c(N)c(Cl)c1,2
[16*]c1ccc(N)c(C)c1C,1
[15*]C1([15*])C2CC3CC(C2)CC1C3,1
[14*]c1nc2ccc([16*])cc2[nH]1,1
[16*]c1c2ccc(N)cc2nc2ccc(C)cc12,1
Nc1ccc2c(=O)c3ccc(N)cc3[nH]c2c1,1
[16*]c1ccccc1C1c2ccc(N)cc2Oc2cc(N)c(I)cc21,1
Nc1ccc2c(c1)C(=O)c1cc(N)ccc1C2=O,1
[7*]C1C=CC(=N)C=C1,1
Nc1ccc2c(c1)Oc1cc(N)ccc1C21OC(=O)c2ccccc21,1
[12*]S(C)(=O)=O,1
CN1c2cc(N)ccc2Cc2ccc(N)cc21,1
[16*]c1c2ccccc2nc2cc(N)c(C)cc12,1
Cc1cc(C2(c3ccc(N)c(C)c3)c3ccccc3-c3ccccc32)ccc1N,1
Nc1ccc(C2(c3ccc(N)c(F)c3)c3ccccc3-c3ccccc32)cc1F,1
[16*]c1c2ccccc2nc2cc(N)ccc12,1
Nc1ccc2c(c1)S(=O)(=O)c1cc(N)ccc1C2,1
CC1(C)CC(C)(c2ccc(N)cc2)c2ccc(N)cc21,1
Nc1ccc(C2(c3ccc(N)c(Cl)c3)c3ccccc3-c3ccccc32)cc1Cl,1
[16*]c1c2cc(C)c(N)cc2nc2cc(N)c(C)cc12,1
Nc1ccc(C2(c3ccc(N)cc3)OC(=O)c3ccccc32)cc1,1
Cc1cc2c(C)c3cc(C)c(N)cc3nc2cc1N,1
Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,1
Nc1ccc2cc3ccc(N)cc3nc2c1,1
[7*]CCC(C)C,1
[8*]CC(C)(C)C(C)(C)C[8*],1
[8*]C([8*])CCC(C)C,1
[16*]c1ccc(C=C)cc1,1
[15*]C1(N)C=CC(c2ccc(N)cc2)=CC1,3
CC1=C(c2ccc(N)cc2)CC(C)(C)C(N)=C1C,1
[8*]C(F)(F)C([8*])(F)C(F)(F)C(F)(F)F,1
[8*]CCCCCC(F)(F)C([8*])(F)F,1
[15*]C1CCCCC1([15*])N,1
[8*]CC1=CC=C(N)C1C,1
[15*]C1CC=C(N)CC1,1
[15*]C1CC=CC=C1N,1
[8*]CC1=CC=C(C[8*])CC1,1
Nc1ccc2c(c1)CCc1cc(N)ccc1CC2,1
[8*]C([8*])CN,1
[15*]C1(N)CCCCC1,2
Nc1ccc(C#CC#Cc2ccc(N)cc2)cc1,1
[8*]CCCCCC[8*],1
[8*]CC(C)(C)N,2
[16*]c1cc(F)c(N)cc1F,4
[8*]C([8*])(C(F)F)C(F)F,1
[15*]C1C=CC(N)=CC1(F)F,1
[8*]C(C)(C)CC(=C)c1ccc(N)cc1,1
[8*]C([8*])(C)CC,1
[8*]C([8*])[Si](C)(C)C,1
NC1=CC=C(c2ccc(N)cc2)CC1(F)F,1
CC1(C)C=C(c2ccc(N)cc2)C(C)(C)C=C1N,1
CC1(C)CC(c2ccc(N)cc2)=CC=C1N,1
[8*]C([8*])CCF,2
[8*]C([8*])(Cl)Cl,1
[8*]C([8*])(F)F,6
Nc1ccc2cc1CCCCc1cc-2ccc1N,1
Nc1ccc(C2=C(c3ccc(N)cc3)C(F)(F)C(F)(F)C2(F)F)cc1,1
Nc1ccc(C2=C(c3ccc(N)cc3)C(F)(F)C(F)(F)C(F)(F)C2(F)F)cc1,1
[8*]C([8*])(CCCC)CCCCF,1
[8*]C([8*])(C)CC(C)C,1
[8*]C([8*])C(C)CC,1
[16*]c1ccc(N)cc1C=C,1
[8*]C([8*])(F)C(F)(F)F,1
[8*]C([8*])F,1
NC1=CC=C(c2ccc(N)cc2)C(F)(F)C1,1
[8*]CCC[8*],3
[8*]C([8*])(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
[8*]C([8*])(CF)CF,1
[16*]c1c([16*])c(=C(C(F)(F)F)C(F)(F)F)ccc1=C(C(F)(F)F)C(F)(F)F,1
[8*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([8*])(F)F,1
C=C(N)c1ccc(N)cc1F,1
[8*]C([8*])C(F)(F)C(F)(F)C(F)(F)F,1
[8*]C([8*])(CCCCC)C(C)CF,1
Nc1ccc(C#Cc2ccc(N)c(F)c2)cc1,1
[8*]C([8*])(C(F)(F)F)C(CC(F)(F)F)(C(F)(F)F)C(F)(F)F,1
[8*]C([8*])(F)C(F)(F)CF,1
[8*]C([8*])(C)CF,1
Nc1ccc(C2=CCC(N)(F)C=C2)cc1,1
[16*]c1ccc(N)c(F)c1C,1
[8*]C([8*])(C)C(F)CCCCCC,1
[15*]C1(N)C=CC(c2ccc(N)c(F)c2)=CC1F,1
[8*]CC(N)(F)F,1
[8*]C([8*])(F)C(F)(F)C(F)(F)C(F)(F)F,1
[8*]C(F)(F)C(F)(F)C(F)(F)C([8*])(F)C(F)(F)F,1
[8*]CCCCC[8*],1
C=C(c1ccc(N)cc1)c1ccc(N)cc1,1
Nc1ccc(C2=C(c3ccc(N)cc3)C(F)(F)C2(F)F)cc1,1
[8*]C([8*])CC#N,1
[8*]C([8*])C(Cl)(Cl)Cl,1
Nc1ccc(C#Cc2ccc(N)cc2)cc1,1
Nc1ccc(C2(c3ccc(N)cc3)c3ccccc3-c3ccccc32)cc1,1
Cc1ccc2c(N)c(C)ccc2c1N,1
Nc1ccc2cc(N)ccc2c1,1
Nc1ccc2c(c1)-c1cc(N)ccc1-2,1
Nc1c2ccccc2c(N)c2ccccc12,1
Nc1ccc2c(ccc3cc(N)ccc32)c1,1
Cc1ccc(N)cc1N,1
[10*]N1C(=O)CC([15*])C1=O,1
[15*]C1CCC([15*])([15*])CC1,2
[16*]c1ccc([16*])c(P(=O)(c2ccccc2)c2ccccc2)c1,1
[4*]CC(C)N,1
NCCN,1
Nc1ccccc1N,1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1
Nc1nc(N)nc(N)n1,1
[6*]C(=O)S[11*],1
[15*]C1(C)CC(N)CC(C)(C)C1,1
NCN,1
Nc1cccc2c(N)cccc12,1
Cc1c(C)c(N)c(C)c(C)c1N,1
[16*]c1cc(C)c(N)c2ccccc12,1
NCCCCCCN,1
NC1CCC(N)CC1,1
Nc1cccc(N)c1,1
Nc1ccc(N)cc1,1
[14*]c1nc2ccc(N)cc2[nH]1,1
[4*]CC[8*],1
[14*]c1ccccn1,1
[5*]N1CCC([15*])CC1,1
Nc1ccc2c(c1)C1c3ccccc3C2c2cc(N)ccc21,1
Cc1cc(C)c(N)c(C)c1N,1
Nc1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2cc(N)ccc21,1
